"Yr","Player","PlayerID","Pos","Age","Tm","G","MP","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
2020,"Nikola Vucevic","vucevni01","C",29,"ORL",62,1998,21.9,0.549,0.28,0.162,7.3,29.7,18.1,19.5,1.3,2.1,7.4,25.8,3.5,2.9,6.4,0.153,3.7,0.5,4.2,3.1
2020,"Dean Wade","wadede01","PF",23,"CLE",12,71,13.9,0.744,0.308,0.077,4.6,25.3,14.9,4,1.4,4.8,18.2,9.9,0.1,0.1,0.2,0.105,-1.7,0.5,-1.2,0
2020,"Moritz Wagner","wagnemo01","C",22,"WAS",45,835,15.1,0.638,0.301,0.357,7,22.2,14.3,9.8,1.6,2,17.7,18.6,1.1,0.6,1.7,0.099,-2,-0.3,-2.3,-0.1
2020,"Dion Waiters","waitedi01","SG",28,"TOT",10,207,11.5,0.521,0.475,0.172,1.1,11.5,6.4,14.4,0.9,2.7,13.1,25.2,-0.1,0.2,0.1,0.03,-0.7,-0.6,-1.2,0
2020,"Kemba Walker","walkeke02","PG",29,"BOS",56,1742,20,0.575,0.532,0.272,2.2,11,6.7,24.2,1.3,1.5,10.5,27.2,3.9,2,5.9,0.162,4.9,-0.3,4.6,2.9
2020,"Lonnie Walker","walkelo01","SG",21,"SAS",61,988,10.5,0.507,0.283,0.171,2.5,12.7,7.6,9.6,1.5,1.2,10.3,18.7,-0.2,0.6,0.3,0.016,-2.5,-1,-3.5,-0.4
2020,"Tyrone Wallace","wallaty01","SG",25,"ATL",14,160,3.9,0.389,0.341,0.386,2,13,7.4,10.9,2,0.5,16.3,16,-0.3,0.1,-0.2,-0.075,-7.7,-1,-8.7,-0.3
2020,"Derrick Walton","waltode01","PG",24,"TOT",26,248,8.7,0.617,0.615,0.231,0.9,5.8,3.4,13.9,1.4,0,10.4,8.1,0.4,0.2,0.6,0.111,-2.2,1.3,-1,0.1
2020,"Brad Wanamaker","wanambr01","PG",30,"BOS",71,1369,12.8,0.577,0.282,0.376,1.7,9.4,5.6,17.8,2.2,0.9,15.3,15.5,1.8,1.8,3.5,0.124,-1.9,1.3,-0.6,0.5
2020,"T.J. Warren","warretj01","SF",26,"IND",67,2202,18.4,0.61,0.227,0.205,3.4,10.5,7,7.1,1.7,1.4,7.2,23.3,4,2.6,6.5,0.143,1.2,0,1.1,1.7
2020,"P.J. Washington","washipj01","PF",21,"CHO",58,1759,12.4,0.547,0.39,0.231,3.5,16.6,9.8,11.3,1.5,2.3,12.5,18.6,0.5,1.5,2,0.054,-1.7,0.1,-1.6,0.2
2020,"Yuta Watanabe","watanyu01","SF",25,"MEM",18,105,11.2,0.48,0.235,0.235,7.2,12.8,10,6.4,2.2,0.8,5.1,15.7,0,0.1,0.1,0.065,-2.6,0.9,-1.8,0
2020,"Tremont Waters","watertr01","PG",22,"BOS",11,119,4.3,0.381,0.49,0.163,0,10.7,5.4,18.3,4.1,1.6,22.2,24.2,-0.5,0.2,-0.3,-0.103,-8.5,1,-7.5,-0.2
2020,"Paul Watson","watsopa01","SF",25,"TOT",10,87,12.6,0.517,0.462,0.346,2.5,17.9,10.3,12.4,2.2,1.1,9.1,16.1,0,0.1,0.2,0.097,-1.2,0.9,-0.4,0
2020,"Quinndary Weatherspoon","weathqu01","SG",23,"SAS",11,78,3.2,0.336,0.294,0.118,1.4,8.3,4.8,17.5,1.8,1.1,21.9,12.7,-0.2,0,-0.1,-0.071,-6.4,-1,-7.4,-0.1
2020,"Russell Westbrook","westbru01","PG",31,"HOU",57,2049,21,0.536,0.166,0.297,5.1,18.1,11.5,35.6,2.1,0.8,15,34.4,1.7,2.5,4.2,0.098,1.6,-0.1,1.5,1.8
2020,"Coby White","whiteco01","PG",19,"CHI",65,1674,11.9,0.506,0.475,0.163,1.8,14,7.6,16.5,1.4,0.3,11.4,24.4,-0.5,1.4,0.9,0.026,-1.2,-1.6,-2.8,-0.4
2020,"Derrick White","whitede01","SG",25,"SAS",68,1677,16.4,0.593,0.391,0.382,2.3,12.1,7.2,20,1.3,3.1,12.1,18.9,3.1,1.1,4.2,0.119,1.2,0.1,1.3,1.4
2020,"Hassan Whiteside","whiteha01","C",30,"POR",67,2008,25,0.644,0.01,0.34,13.6,33.3,23.6,5.9,0.6,8.4,12.9,19.6,5.6,3,8.5,0.204,2.5,0.7,3.2,2.6
2020,"Andrew Wiggins","wiggian01","SF",24,"TOT",54,1858,16.4,0.536,0.342,0.274,3.6,12.3,7.8,18.1,1.1,2.4,10.7,27.4,0.8,1.1,1.9,0.05,1.1,-1.4,-0.3,0.8
2020,"Grant Williams","willigr01","PF",21,"BOS",69,1043,7.9,0.505,0.455,0.256,6.1,12.1,9.1,8.5,1.4,3.2,17.6,11.6,0.1,1.4,1.6,0.071,-4.1,1.4,-2.7,-0.2
2020,"Johnathan Williams","willijo04","PF",24,"WAS",15,180,14,0.566,0.059,0.382,14,25.3,19.4,5.9,0.3,3.9,11.2,10.3,0.3,0.1,0.4,0.109,-0.8,-1.4,-2.2,0
2020,"Kenrich Williams","willike04","PF",25,"NOP",39,832,7.5,0.429,0.66,0.177,6.5,17.3,11.9,8.4,1.5,2.1,12.2,8.9,0.1,0.8,0.9,0.05,-3.4,0.9,-2.4,-0.1
2020,"Lou Williams","willilo02","PG",33,"LAC",65,1864,17.3,0.546,0.337,0.362,1.8,9.2,5.6,30.1,1.1,0.6,14.4,28.4,2.3,1.8,4.1,0.105,2.2,-1.4,0.8,1.3
2020,"Marvin Williams","willima02","PF",33,"TOT",58,1129,11.2,0.587,0.584,0.213,2.8,14.3,8.5,7.6,1.6,2.4,10.2,12.5,1.1,1.3,2.4,0.102,-1.6,1,-0.6,0.4
2020,"Robert Williams","williro04","C",22,"BOS",29,388,23.1,0.728,0,0.386,11.2,24,17.7,10.1,2.7,8.4,16.9,13.6,1.1,1,2,0.253,0.8,4.3,5.1,0.7
2020,"Nigel Williams-Goss","willini01","PG",25,"UTA",10,50,8.1,0.415,0.438,0.125,4.6,8.5,6.6,16.4,2.9,1.7,15.1,17.4,-0.1,0.1,0,0.017,-5.2,1.3,-3.9,0
2020,"Zion Williamson","willizi01","PF",19,"NOP",24,668,24.1,0.616,0.039,0.494,10.1,13.7,11.9,13.3,1.1,1.1,11.9,30.5,1.5,0.4,2,0.141,3.5,-1.4,2.1,0.7
2020,"D.J. Wilson","wilsodj01","PF",23,"MIL",37,363,8.2,0.475,0.553,0.136,3.5,20.5,12.5,9.1,0.4,1.2,12,18.1,-0.3,0.6,0.3,0.046,-4.1,0.1,-4,-0.2
2020,"Justise Winslow","winslju01","SG",23,"MIA",11,352,8.5,0.44,0.209,0.209,5.3,17.5,11.6,18.7,1,1.4,14.6,20.6,-0.4,0.4,0,-0.004,-3.5,0,-3.5,-0.1
2020,"Christian Wood","woodch01","PF",24,"DET",62,1325,23.2,0.659,0.276,0.476,8.8,24.8,16.7,7.6,1.3,3.4,12,23,3.6,1.5,5.1,0.183,3.5,-0.3,3.1,1.7
2020,"Delon Wright","wrighde01","PG",27,"DAL",73,1570,15.4,0.554,0.309,0.243,4.7,13.8,9.4,21,2.6,1.2,13.8,14.4,2.6,1.8,4.4,0.134,0,1.8,1.9,1.5
2020,"Justin Wright-Foreman","wrighju02","PG",22,"UTA",4,45,8.8,0.437,0.5,0.2,0,11.8,6.1,23,2.2,0,12.1,24.1,-0.1,0.1,0,-0.008,-7,-2,-9,-0.1
2020,"Thaddeus Young","youngth01","PF",31,"CHI",64,1591,13.3,0.521,0.369,0.12,6.2,16.1,10.9,11.3,2.8,1.4,13.9,19.7,-0.2,2.1,1.9,0.058,-1.4,0.2,-1.2,0.3
2020,"Trae Young","youngtr01","PG",21,"ATL",60,2120,23.9,0.595,0.455,0.448,1.6,11.5,6.5,45.6,1.4,0.3,16.2,34.9,5.3,0.6,5.9,0.133,6.2,-2.3,3.9,3.1
2020,"Cody Zeller","zelleco01","C",27,"CHO",58,1341,18.8,0.576,0.157,0.374,12.6,21.2,16.7,11.3,1.5,1.7,11.9,20.8,2.3,1.3,3.6,0.129,0.2,-0.8,-0.6,0.5
2020,"Tyler Zeller","zellety01","C",30,"SAS",2,4,22.4,0.25,0,0,80.9,26.9,53.9,0,0,0,0,43.2,0,0,0,-0.075,-0.3,-22.1,-22.4,0
2020,"Ante Žižic","zizican01","C",23,"CLE",22,221,16.4,0.597,0,0.264,9,24.4,16.6,4.2,1.5,1.9,11.1,17.5,0.3,0.2,0.5,0.106,-1.7,-1.5,-3.2,-0.1
2020,"Ivica Zubac","zubaciv01","C",22,"LAC",72,1326,21.7,0.651,0.005,0.431,15.9,26.4,21.3,9.1,0.6,4.4,11.8,16.4,4.4,2.3,6.6,0.241,1.9,0.8,2.8,1.6
2019,"Álex Abrines","abrinal01","SG",25,"OKC",31,588,6.3,0.507,0.809,0.083,0.9,7.8,4.2,4.3,1.3,0.9,7.9,12.2,0.1,0.6,0.6,0.053,-3.7,0.4,-3.3,-0.2
2019,"Quincy Acy","acyqu01","PF",28,"PHO",10,123,2.9,0.379,0.833,0.556,2.7,20.1,11.3,8.2,0.4,2.7,15.2,9.2,-0.1,0,-0.1,-0.022,-7.6,-0.5,-8.1,-0.2
2019,"Jaylen Adams","adamsja01","PG",22,"ATL",34,428,7.6,0.474,0.673,0.082,2.6,12.3,7.4,19.8,1.5,1,19.7,13.5,-0.1,0.2,0.1,0.011,-3.8,-0.5,-4.3,-0.2
2019,"Steven Adams","adamsst01","C",25,"OKC",80,2669,18.5,0.591,0.002,0.361,14.7,14.8,14.7,6.6,2,2.4,12.6,16.4,5.1,4,9.1,0.163,0.7,0.4,1.1,2.1
2019,"Bam Adebayo","adebaba01","C",21,"MIA",82,1913,17.9,0.623,0.031,0.465,9.2,24,16.6,14.2,1.8,3,17.1,15.8,3.4,3.4,6.8,0.171,-0.4,2.2,1.8,1.8
2019,"Deng Adel","adelde01","SF",21,"CLE",19,194,2.7,0.424,0.639,0.111,1.6,9.6,5.4,3.4,0.3,1.8,13.7,9.9,-0.2,0,-0.2,-0.054,-6,-1.6,-7.5,-0.3
2019,"DeVaughn Akoon-Purcell","akoonde01","SG",25,"DEN",7,22,8.2,0.322,0.4,0.2,4.9,14.8,9.8,37.1,4.5,0,15.5,25,-0.1,0,0,-0.051,-7.9,2.1,-5.8,0
2019,"LaMarcus Aldridge","aldrila01","C",33,"SAS",81,2687,22.9,0.576,0.032,0.312,10.3,19.8,15.1,11.6,0.8,3.4,8.8,26.9,6.4,2.9,9.3,0.167,2.4,-0.6,1.8,2.6
2019,"Rawle Alkins","alkinra01","SG",21,"CHI",10,120,8.1,0.418,0.308,0.308,9.9,13.7,11.8,15.2,0.4,0,15.3,19,-0.1,0,-0.1,-0.042,-3.8,-3.5,-7.3,-0.2
2019,"Grayson Allen","allengr01","SG",23,"UTA",38,416,7.5,0.516,0.556,0.337,0.8,5.1,3,8.9,0.7,1.1,13.9,24.4,-0.4,0.4,0,0.002,-4.2,-2.1,-6.3,-0.5
2019,"Jarrett Allen","allenja01","C",20,"BRK",80,2096,18.5,0.632,0.079,0.489,9.6,24,16.8,7.9,1,4.5,13,15.9,4.4,3.3,7.6,0.175,0.2,1.4,1.6,1.9
2019,"Kadeem Allen","allenka01","PG",26,"NYK",19,416,16.2,0.574,0.255,0.383,2,11.1,6.4,28.7,1.9,0.8,13.6,19.6,0.7,0.2,1,0.111,0.3,0.3,0.6,0.3
2019,"Al-Farouq Aminu","aminual01","PF",28,"POR",81,2292,13.2,0.568,0.472,0.292,5.3,22.6,14.2,6,1.4,1.2,9.7,13.7,3,2.8,5.8,0.121,0.1,0.6,0.7,1.5
2019,"Justin Anderson","anderju01","SF",25,"ATL",48,463,11.2,0.516,0.49,0.223,5.3,13.9,9.5,6.9,2.2,2.4,11.8,17.2,0.1,0.4,0.4,0.043,-2.4,-0.3,-2.7,-0.1
2019,"Kyle Anderson","anderky01","SF",25,"MEM",43,1281,12.8,0.569,0.123,0.232,4.1,18.1,11,15,2.1,2.7,16,12.6,0.8,1.8,2.7,0.1,-1.6,2.4,0.8,0.9
2019,"Ryan Anderson","anderry01","PF",30,"TOT",25,322,4.6,0.414,0.58,0.232,6.1,12.5,9.2,7.8,0.6,0.3,15.5,12,-0.3,0,-0.2,-0.035,-4.5,-1.9,-6.4,-0.4
2019,"Ike Anigbogu","anigbik01","C",20,"IND",3,6,-6,0,0,0,18.9,36.2,27.7,19.4,0,14.8,25,29.1,-0.1,0,-0.1,-0.48,-14,-2.3,-16.2,0
2019,"Giannis Antetokounmpo","antetgi01","PF",24,"MIL",72,2358,30.9,0.644,0.163,0.55,7.3,30,19.3,30.3,1.8,3.9,14.8,32.3,8.9,5.5,14.4,0.292,6.3,4.1,10.4,7.4
2019,"Kostas Antetokounmpo","antetko01","PF",21,"DAL",2,11,-0.9,0.21,0,1.333,0,9.7,4.9,0,8.8,0,17.4,22.5,-0.1,0,-0.1,-0.247,-12.6,-0.1,-12.7,0
2019,"Carmelo Anthony","anthoca01","PF",34,"HOU",10,294,10.9,0.513,0.529,0.182,3.3,17.3,10.2,2.6,0.7,2,5.8,20.5,0.1,0.2,0.3,0.048,-1.3,-1.4,-2.7,-0.1
2019,"OG Anunoby","anunoog01","SF",21,"TOR",67,1352,9.8,0.544,0.5,0.153,4.8,10.8,7.9,4.7,1.6,1.3,11.3,15.5,0.3,1.7,2,0.07,-2.4,0.1,-2.4,-0.1
2019,"Ryan Arcidiacono","arcidry01","PG",24,"CHI",81,1961,11.6,0.588,0.519,0.244,1.5,10.8,6.1,18.9,1.6,0.2,12,11.7,2.8,0.9,3.7,0.09,-2,0.1,-1.9,0.1
2019,"Trevor Ariza","arizatr01","SF",33,"TOT",69,2349,12,0.534,0.59,0.223,2.3,15.2,8.6,14.8,1.8,0.7,11.6,16.6,1.3,1.2,2.5,0.052,-0.7,-0.6,-1.3,0.4
2019,"D.J. Augustin","augusdj01","PG",31,"ORL",81,2269,15.7,0.616,0.459,0.309,1.9,7.8,4.8,26.9,1.1,0.1,14.3,17.2,5,1.9,6.9,0.146,1.1,-0.7,0.5,1.4
2019,"Deandre Ayton","aytonde01","C",20,"PHO",71,2183,20.5,0.608,0.005,0.217,11.1,26.1,18.5,9.6,1.3,2.6,11.7,21.2,4.1,1.7,5.8,0.128,1.3,-1.1,0.2,1.2
2019,"Dwayne Bacon","bacondw01","SG",23,"CHO",43,759,11.7,0.57,0.339,0.179,1.1,11.7,6.3,9.2,0.8,0.6,6.1,16.8,0.9,0.3,1.2,0.073,-2.1,-1.6,-3.7,-0.3
2019,"Marvin Bagley III","baglema01","PF",19,"SAC",62,1567,18.9,0.562,0.136,0.371,10.4,20.8,15.5,5.9,1,3.2,10.7,24.2,2,1.6,3.6,0.11,0.5,-1.5,-1,0.4
2019,"Ron Baker","bakerro01","SG",25,"TOT",15,152,2.5,0.309,0.65,0.3,0.7,7.1,3.8,12.8,1.9,0.6,18.1,7.8,-0.2,0.1,-0.1,-0.034,-7.7,0.7,-7,-0.2
2019,"Wade Baldwin","baldwwa01","PG",22,"POR",16,94,1.3,0.396,0.273,0.333,2.3,14.4,8.5,16.6,0.5,1.7,27,23.3,-0.4,0.1,-0.3,-0.153,-8.4,-1.9,-10.3,-0.2
2019,"Lonzo Ball","balllo01","PG",21,"LAL",47,1423,11.7,0.487,0.5,0.105,4,14,9.1,23.8,2.3,1.1,17.8,16.9,-0.2,1.7,1.6,0.052,-1.6,1.3,-0.3,0.6
2019,"Mo Bamba","bambamo01","C",20,"ORL",47,766,14.9,0.539,0.288,0.259,8.8,24,16.3,7.4,0.8,7,13.7,17.8,0.3,1.4,1.7,0.106,-2.8,1.4,-1.4,0.1
2019,"J.J. Barea","bareajo01","PG",34,"DAL",38,752,16.3,0.495,0.332,0.203,1.9,11.6,6.8,47.5,1.4,0.1,14.7,28.1,0.4,0.6,1,0.064,1.2,-1.8,-0.6,0.3
2019,"Harrison Barnes","barneha02","PF-SF",26,"TOT",77,2533,12.8,0.55,0.429,0.271,2.4,12.7,7.5,6.7,0.9,0.4,7.9,20.9,2,1.6,3.6,0.068,-0.2,-1.2,-1.4,0.4
2019,"Will Barton","bartowi01","SF",28,"DEN",43,1189,11,0.501,0.426,0.161,2.9,15.3,9.1,14.6,0.7,1.6,11.7,20,0.1,1.1,1.2,0.049,-1.1,-0.8,-1.8,0
2019,"Keita Bates-Diop","bateske01","SF",23,"MIN",30,503,9.6,0.489,0.366,0.197,3.4,14.4,8.8,4.6,1.7,2.4,8.3,14.1,0,0.4,0.3,0.032,-2.8,-0.6,-3.4,-0.2
2019,"Nicolas Batum","batumni01","SF",30,"CHO",75,2354,11.9,0.581,0.53,0.158,3.2,14.9,8.9,14.5,1.5,1.6,16.3,13.2,2,1.7,3.7,0.076,-0.7,0.4,-0.3,1
2019,"Jerryd Bayless","bayleje01","PG",30,"MIN",34,657,8.5,0.431,0.426,0.122,1.8,8.4,5,24.6,1.3,0.3,11.7,17.6,-0.2,0.2,0,-0.003,-2.9,-1.7,-4.6,-0.4
2019,"Aron Baynes","baynear01","C",32,"BOS",51,821,14,0.567,0.274,0.278,11.4,19.8,15.6,9.3,0.7,3.7,13.8,15.2,1.3,1.1,2.4,0.139,-1.8,0.3,-1.5,0.1
2019,"Kent Bazemore","bazemke01","SG",29,"ATL",67,1643,11.9,0.507,0.434,0.253,2.3,14.6,8.3,13.5,2.5,2.2,13.6,22,-0.7,1.4,0.7,0.021,-2.5,0.2,-2.3,-0.1
2019,"Bradley Beal","bealbr01","SG",25,"WAS",82,3028,20.8,0.581,0.37,0.278,3.1,11.7,7.4,24.1,1.9,1.6,11,28.4,5.9,1.7,7.6,0.12,3.8,-0.8,2.9,3.7
2019,"Malik Beasley","beaslma01","SG",22,"DEN",81,1879,14.2,0.599,0.55,0.09,2,9.5,5.8,7.5,1.4,0.5,6.7,18.7,2.9,1.6,4.5,0.115,0.8,-0.7,0.1,1
2019,"Michael Beasley","beaslmi01","PF",30,"LAL",26,277,15.9,0.532,0.111,0.255,4.9,17.2,11.2,14.8,1.5,3,13.7,29.5,-0.1,0.4,0.2,0.039,-1.9,0.5,-1.5,0
2019,"Marco Belinelli","belinma01","SG",32,"SAS",79,1815,11.9,0.557,0.572,0.18,1,10.8,5.9,10.1,0.9,0.4,8.8,19.8,1.4,1.1,2.5,0.065,-0.5,-1.2,-1.7,0.1
2019,"Jordan Bell","belljo01","C",24,"GSW",68,788,12.9,0.531,0.01,0.214,7.8,16.7,12.5,12.3,1.2,5.4,16.7,13.7,0.5,1.1,1.6,0.096,-2.2,1.3,-0.9,0.2
2019,"DeAndre' Bembry","bembrde01","SG",24,"ATL",82,1931,10.8,0.508,0.281,0.221,2.9,16.9,9.7,14.7,2.5,1.8,17.4,17.2,-0.9,1.7,0.9,0.022,-3.3,0.8,-2.4,-0.2
2019,"Dragan Bender","bendedr01","PF",21,"PHO",46,826,9.5,0.521,0.513,0.274,4.5,20.3,12.3,9.4,1,2.2,14.4,13.4,0,0.4,0.5,0.027,-3.4,-0.8,-4.1,-0.5
2019,"Dairis Bertans","bertada02","SG",29,"NOP",12,167,2,0.362,0.723,0,1.3,4.3,2.8,7.2,0.3,0,4.1,12,-0.2,0,-0.2,-0.054,-5.6,-3.2,-8.8,-0.3
2019,"Davis Bertans","bertada01","PF",26,"SAS",76,1632,13,0.632,0.746,0.132,1.6,16,8.8,8.2,1,1.7,8.2,14.1,2.6,1.5,4,0.118,1.1,0.2,1.3,1.4
2019,"Patrick Beverley","beverpa01","PG",30,"LAC",78,2137,11.8,0.561,0.591,0.258,3.9,15,9.6,18.4,1.5,1.6,13.8,12.2,2.8,2,4.8,0.108,-0.3,1.2,0.9,1.5
2019,"Khem Birch","birchkh01","C",26,"ORL",50,643,19.2,0.64,0.007,0.55,13,18.8,15.8,8.5,1.4,3.8,9.6,14.1,1.8,1,2.8,0.212,0.1,1,1.2,0.5
2019,"Bismack Biyombo","biyombi01","C",26,"CHO",54,783,14.4,0.602,0,0.583,11,23.3,17,5.9,0.7,4.6,14.8,12.7,1.2,0.8,2,0.125,-2.4,0,-2.5,-0.1
2019,"Nemanja Bjelica","bjeline01","PF",30,"SAC",77,1788,15.4,0.585,0.433,0.155,7,18.8,12.8,11.1,1.4,2.7,11.5,16.5,2.7,1.9,4.5,0.122,0.4,0.5,0.9,1.3
2019,"Antonio Blakeney","blakean01","SG",22,"CHI",57,829,10.6,0.487,0.23,0.192,0.9,13.1,6.9,8.2,0.7,0.9,7.5,24.5,-0.8,0.3,-0.5,-0.03,-2.4,-2.7,-5.2,-0.7
2019,"Eric Bledsoe","bledser01","PG",29,"MIL",78,2272,19.3,0.577,0.388,0.243,3.9,11.8,8.1,27.4,2.4,1.1,13.3,22.9,4.4,3.7,8.2,0.173,1.9,1.2,3.1,2.9
2019,"Jaron Blossomgame","blossja01","SF",25,"CLE",27,439,10.2,0.51,0.368,0.123,6.3,19.1,12.4,4.2,0.8,1.6,9,12.2,0.2,0.1,0.3,0.03,-1.9,-1.8,-3.8,-0.2
2019,"Bogdan Bogdanovic","bogdabo01","SG",26,"SAC",70,1947,14.1,0.53,0.431,0.188,2.1,11,6.4,19.3,1.7,0.7,11.1,22.3,1.3,1.4,2.7,0.067,-0.1,-0.6,-0.6,0.7
2019,"Bojan Bogdanovic","bogdabo02","SF",29,"IND",81,2573,16.1,0.613,0.367,0.29,1.5,12.7,7.2,9.5,1.3,0,10.2,22.4,3.9,2.8,6.8,0.126,1.3,-0.6,0.7,1.7
2019,"Andrew Bogut","bogutan01","C",34,"GSW",11,134,13.4,0.523,0,0.083,10,32.8,21.9,10.6,1.1,5,17.7,14.5,0.1,0.2,0.3,0.111,-3.7,0.8,-2.9,0
2019,"Jonah Bolden","boldejo01","PF",23,"PHI",44,639,12.7,0.595,0.593,0.167,8,19,13.7,8.5,1.3,4.8,17.2,13.8,0.5,0.9,1.4,0.106,-1.8,1.1,-0.7,0.2
2019,"Isaac Bonga","bongais01","PG",19,"LAL",22,120,6,0.24,0.242,0.455,7.9,13.5,10.8,14.9,3.5,2.7,13.2,15.7,-0.3,0.2,-0.1,-0.059,-7,2.2,-4.8,-0.1
2019,"Devin Booker","bookede01","SG",22,"PHO",64,2242,20.2,0.584,0.33,0.362,1.9,11.3,6.5,34.1,1.2,0.5,15.4,32.9,3.3,0.3,3.5,0.076,3.3,-2.3,1,1.7
2019,"Chris Boucher","bouchch01","PF",26,"TOR",28,163,22.2,0.563,0.487,0.197,10.9,25.8,18.5,1.9,1.8,12.2,7.8,23.6,0.2,0.4,0.7,0.194,-0.2,2.8,2.6,0.2
2019,"Avery Bradley","bradlav01","SG",28,"TOT",63,1905,7.6,0.496,0.403,0.082,2.5,7.3,4.9,11.8,1,0.7,12.4,16.2,-0.6,1,0.3,0.009,-2.8,-0.9,-3.7,-0.8
2019,"Tony Bradley","bradlto01","C",21,"UTA",3,36,19.6,0.504,0,0.125,27.6,17.7,22.6,4.5,2.7,4.4,15.1,23.6,0,0.1,0.1,0.13,-3.6,-2.4,-6,0
2019,"Corey Brewer","breweco01","SF",32,"TOT",31,492,11.6,0.532,0.358,0.35,5.4,10.7,8,10.2,3,1.2,11.8,13.6,0.4,0.6,1,0.095,-2.9,1.6,-1.3,0.1
2019,"Mikal Bridges","bridgmi01","SF",22,"PHO",82,2417,10.8,0.556,0.556,0.21,2.5,9.7,6,9.8,2.5,1.3,10.2,12.2,1.7,1.2,2.9,0.058,-2,0.4,-1.6,0.3
2019,"Miles Bridges","bridgmi02","SF",20,"CHO",80,1696,13.1,0.548,0.391,0.151,4.2,16.6,10.3,8.1,1.6,2.5,8.4,15.1,1.4,1.5,2.9,0.083,-0.9,0.1,-0.8,0.5
2019,"Isaiah Briscoe","briscis01","PG",22,"ORL",39,559,6.7,0.455,0.246,0.188,0.9,13.4,7.1,21,1,0.3,17.2,14.1,-0.3,0.5,0.3,0.023,-5.4,0.4,-5,-0.4
2019,"Ryan Broekhoff","broekry01","SG",28,"DAL",42,453,10.7,0.621,0.738,0.151,1.9,12.9,7.4,7.2,0.6,0.8,10.6,14.3,0.5,0.3,0.8,0.086,-0.5,-0.5,-1,0.1
2019,"Malcolm Brogdon","brogdma01","SG",26,"MIL",64,1832,17.8,0.614,0.326,0.203,3.8,11.7,8,16.2,1.2,0.6,10,20.7,4.2,2.3,6.5,0.171,2,0.1,2.2,1.9
2019,"Dillon Brooks","brookdi01","SF",23,"MEM",18,330,7.6,0.499,0.328,0.246,3,7.6,5.3,7.6,1.5,1.1,12.3,20.9,-0.3,0.3,0,-0.004,-5,-1.2,-6.3,-0.4
2019,"MarShon Brooks","brookma01","SG",30,"MEM",29,387,11.6,0.518,0.32,0.195,3.4,9.7,6.5,11,1.2,1,10.3,23.6,-0.2,0.3,0.1,0.018,-1.9,-1.1,-3,-0.1
2019,"Bruce Brown","brownbr01","SG",22,"DET",74,1449,6.9,0.469,0.296,0.191,3.5,10.7,7,8.8,1.4,2.1,11.9,11.5,-0.1,1.6,1.5,0.048,-4.4,1,-3.3,-0.5
2019,"Jaylen Brown","brownja02","SG",22,"BOS",74,1913,13.5,0.547,0.348,0.255,3.6,13.9,8.7,7.7,1.7,1.5,10.1,22.1,0.7,2.4,3,0.076,-1.6,-0.4,-2.1,0
2019,"Lorenzo Brown","brownlo01","PG",28,"TOR",26,212,6.3,0.38,0.394,0.042,2.6,12.9,7.9,17.3,2.7,2,18.1,17.9,-0.5,0.3,-0.1,-0.027,-5.4,1.9,-3.5,-0.1
2019,"Sterling Brown","brownst02","SG",23,"MIL",58,1034,10.9,0.563,0.471,0.135,3,14.4,9,10.7,1.1,0.7,12.2,15.2,0.7,1.4,2.1,0.098,-1.8,0.3,-1.5,0.1
2019,"Troy Brown Jr.","browntr01","SF",19,"WAS",52,730,11.1,0.487,0.295,0.201,5.1,16.6,10.8,14.9,1.4,0.6,10.5,16.5,0.2,0.4,0.6,0.039,-1.7,-1,-2.7,-0.1
2019,"Jalen Brunson","brunsja01","PG",22,"DAL",73,1591,12.8,0.549,0.32,0.212,1.7,9.6,5.7,22.6,1.1,0.2,12.5,19.1,1.5,1,2.6,0.077,-1.2,-0.5,-1.7,0.1
2019,"Thomas Bryant","bryanth01","C",21,"WAS",72,1496,21,0.674,0.197,0.273,8.1,25.1,16.5,9.3,0.8,3.8,9.6,17.6,4.3,1.3,5.6,0.178,2.3,-0.3,2,1.5
2019,"Reggie Bullock","bullore01","SG",27,"TOT",63,1879,10.5,0.563,0.662,0.143,1.2,8.8,4.9,10.1,1,0.5,9.3,15.8,1.6,1.4,3.1,0.078,-0.7,-0.4,-1.1,0.4
2019,"Trey Burke","burketr01","PG",26,"TOT",58,1125,16.5,0.524,0.29,0.226,2.6,6.7,4.6,24.1,1.4,0.5,7.5,24.8,1.4,0.5,1.9,0.081,1.5,-1.4,0.1,0.6
2019,"Alec Burks","burksal01","SG",27,"TOT",64,1375,12.7,0.523,0.354,0.297,2.3,17,9.4,13.7,1.4,1.3,10.8,19,0.7,0.8,1.5,0.052,-0.6,-0.7,-1.2,0.3
2019,"Deonte Burton","burtode02","SG",25,"OKC",32,240,7,0.47,0.329,0.146,1.7,10.7,6,5,1.2,2.8,9.3,16.3,-0.2,0.3,0.1,0.027,-4.9,0.6,-4.3,-0.1
2019,"Jimmy Butler","butleji01","SF-SG",29,"TOT",65,2185,20.2,0.571,0.213,0.404,6,10.5,8.3,18,2.7,1.4,8.2,22.3,5.4,2.5,7.9,0.173,2.8,0.9,3.7,3.2
